Date,Returns_Nasdaq,Returns_S&P/TSX,Returns_S&P Merval,Returns_S&P Lima General,Returns_Bovespa,Returns_S&P CLX IPSA,Returns_FTSE BIVA Real Time Price,Volatility_Nasdaq,Volatility_S&P/TSX,Volatility_S&P Merval,Volatility_S&P Lima General,Volatility_Bovespa,Volatility_S&P CLX IPSA,Volatility_FTSE BIVA Real Time Price,Classification_1D_Americas
2018-03-08,0.004236208323634477,0.004262322362833589,0.0024113063921656747,-0.003431684680357757,-0.005854453598629883,0.004804966277728278,0.011637481887341558,1.7945460961230024e-05,1.8167391924711314e-05,5.814398516899042e-06,1.1776459745402122e-05,3.4274626938510395e-05,2.308770093010594e-05,0.00013543098467820282,0
2018-03-09,0.017720361208250032,0.0025137793791753724,0.010908339638365697,0.007154882929692718,0.01617720099009944,0.010821077979906713,0.007818982445365741,0.00031401120135085255,6.3190867671673205e-06,0.00011899187366594025,5.119234973760825e-05,0.00026170183187407427,0.00011709572864722195,6.113648648093762e-05,0
2018-03-12,0.003630582702173858,0.0017304526712050017,0.0018477551215058897,-0.003168839584256275,0.006106060951932089,0.002901566719523472,0.002875980473252449,1.3181130757324032e-05,2.9944664472805257e-06,3.4141989890512454e-06,1.0041544310749482e-05,3.7283980348709806e-05,8.419089427846203e-06,8.271263682529381e-06,0
2018-03-13,-0.01023897469700855,0.0027102342750050475,-0.00796844157822826,-0.002524649513701882,-0.005955558795415214,-0.003923901992515696,-0.0024704120128077015,0.00010483660284598132,7.345369825412136e-06,6.349606118563688e-05,6.37385516703515e-06,3.546868056564752e-05,1.5397006846868648e-05,6.102935513024599e-06,0
2018-03-14,-0.0018923498763978826,0.0004134086302818557,-0.004730377214440552,-0.006760664867197184,-0.0038623297354138525,-0.0022934036502751227,-0.008183668249249754,3.5809880547030816e-06,1.7090669559152007e-07,2.2376468590898357e-05,4.5706589446554323e-05,1.491759098506204e-05,5.259700303095257e-06,6.697242601377854e-05,0
2018-03-15,-0.0020162239363521587,0.0010860603227584446,-0.003571392038170548,-0.002163934683495447,-0.01313630503077499,-0.005572258147642482,-0.00624370867330883,4.065158961519394e-06,1.1795270246701768e-06,1.275484109030798e-05,4.68261331443454e-06,0.00017256250986156428,3.105006086396802e-05,3.8983897997151915e-05,0
2018-03-16,4.0097034829648205e-05,0.002594486501707965,-0.004669762375426952,-0.0006334649507565819,-0.0004946588721354595,0.0017024568125733547,-0.008033498726324988,1.6077722021300213e-09,6.731360207544835e-06,2.1806680642953167e-05,4.012778438370387e-07,2.4468739978232486e-07,2.8983591986774265e-06,6.45371017858652e-05,0
2018-03-19,-0.018589249863111213,-0.007791553478446596,-0.02584795360334183,-0.00445039600730477,-0.011528632002674524,-0.0036050524042830195,0.0,0.00034556021047318024,6.070830560749325e-05,0.000668116705480512,1.980602462183424e-05,0.0001329093558530912,1.2996402837626779e-05,0.0,0
2018-03-20,0.0027331152071405516,0.001728528025450652,0.002304401309726371,0.006012733960066884,0.002986728542133454,-0.006045270567252076,-0.007241884565291857,7.46991873550294e-06,2.98780913476833e-06,5.3102653962686145e-06,3.615296967454159e-05,8.920547384394628e-06,3.6545296231284236e-05,5.2444892057012434e-05,0
2018-03-21,-0.0025833483666004428,0.0037658665146588764,0.017829530037117916,0.008790642584341752,0.009613355262354717,-0.0013431520232156213,0.009240797739610812,6.673688783217176e-06,1.4181750606228994e-05,0.00031789214134449,7.727539704564263e-05,9.241659940024312e-05,1.804057357468217e-06,8.53923428643963e-05,0
2018-03-22,-0.02461535528590176,-0.017721985243653923,-0.014355744961398392,-0.013687824851251919,-0.0024625185497613024,-0.003528942772702138,-0.0026211520096528383,0.0006059157158511717,0.0003140687609762874,0.0002060874133967153,0.00018735654915854962,6.0639976079185075e-06,1.2453437093006655e-05,6.870437857707113e-06,0
2018-03-23,-0.02457854985888489,-0.01150691240411994,-0.014106709161378716,0.004028387628427016,-0.004623260474189959,-0.0046791766085837495,-0.017275634858097955,0.0006041051131656903,0.00013240903307608934,0.0001989992433637262,1.6227906884863835e-05,2.1374537412207162e-05,2.189469373431732e-05,0.0002984475597503292,0
2018-03-26,0.032057454825886206,0.004902654771399727,0.005556466167042743,0.0013193600912205004,0.00839116244513999,-0.007949197980914724,0.006994322642176625,0.0010276804099137347,2.403602380752851e-05,3.087431626549067e-05,1.7407110503053672e-06,7.041160718072773e-05,6.318974853977873e-05,4.892054922286461e-05,0
2018-03-27,-0.029757700214465686,-0.005399370935925641,-0.01273829633925258,-0.0032664753274248,-0.015157546735307932,0.006138896270995884,-0.0013214890697819,0.0008855207220540112,2.9153206503718537e-05,0.0001622641936266157,1.0669861064674954e-05,0.00022975122303304414,3.768604742604717e-05,1.7463333615530313e-06,0
2018-03-28,-0.008539957332409639,-0.003043497208129294,-0.003887349214274794,-0.002008794859618106,0.0007872043917450755,-0.002501159162764681,-0.014258851974710322,7.293087123937716e-05,9.262875255890805e-06,1.511148391372286e-05,4.035256788028125e-06,6.196907543827343e-07,6.2557971574817196e-06,0.00020331485963670046,0
2018-04-03,-0.0011374681763469305,0.000712998412450266,0.007241290646976557,0.015599877269812403,0.008890424558121618,0.012322649660526791,0.011957814442286994,1.2938338522020118e-06,5.083667361565996e-07,5.243629023399016e-05,0.00024335617083320969,7.903964882365196e-05,0.00015184769465608104,0.00014298932623616742,0
2018-04-04,0.014417344281992506,-0.0010802393394797503,-0.0007210395921804046,0.0062356448989845815,-0.0031127416645943128,0.0015148248977175395,0.017435087795233138,0.000207859816145502,1.166917030559647e-06,5.198980934916842e-07,3.888326730623243e-05,9.689160670501373e-06,2.294694470744954e-06,0.0003039822864274875,0
2018-04-05,0.004873014048503692,0.012560935938612168,0.017351361406307365,0.005817614309353552,0.010025442229290677,0.011523183483525679,0.010417242908692507,2.374626591691434e-05,0.00015777711165391873,0.0003010697426522927,3.384463625239521e-05,0.00010050949189284483,0.000132783757594999,0.00010851894981870433,0
2018-04-06,-0.023072008863619004,-0.00972672412680421,-0.004020418776547094,-0.004608124974900642,-0.004587433793419989,-0.00426803433904767,-0.00029671920860659297,0.0005323175930029138,9.460916223895513e-05,1.6163767138812436e-05,2.1234815784303042e-05,2.1044548809011708e-05,1.821611711929008e-05,8.804228875612283e-08,0
2018-04-09,0.005077397784587101,0.001333328711866331,0.0033235224794682704,-0.0014698421067885312,-0.01799878479082857,0.008837543008120192,0.002269197146753814,2.577996826293e-05,1.7777654538871295e-06,1.104580167153092e-05,2.160435818888548e-06,0.00032395625394656183,7.810216642037408e-05,5.149255690835651e-06,0
2018-04-10,0.020506820603068247,0.002259114160475808,0.011799378406569581,0.007049329467695251,0.01433729130077489,-0.004778197063277133,0.0052646975264320885,0.0004205296912464243,5.103596790062315e-06,0.0001392253307814205,4.969304594411661e-05,0.00020555792184327534,2.283116717551022e-05,2.771704004482015e-05,0
2018-04-11,-0.003572617526975925,-0.0002778502274097796,-0.005962361980529135,0.002121512466031731,0.008671323685304728,0.0014171542176403384,0.003254904237964569,1.2763595994055574e-05,7.720074887166624e-08,3.554976038685931e-05,4.500815143528036e-06,7.519185445532677e-05,2.0083260765757995e-06,1.059440159831971e-05,0
2018-04-12,0.010035765086717538,0.0007449102242860678,0.0002478553037179055,-0.003989408159082099,0.0023199963537326312,0.0030556369819561345,0.005300713618439145,0.00010071658087577867,5.548912422459198e-07,6.143225158109518e-08,1.5915377459750822e-05,5.382383081332705e-06,9.336917365497995e-06,2.809756486470621e-05,0
2018-04-16,0.0022382953541338194,0.0020353527593444617,-0.032708570454494344,-0.00402535713169889,-0.0306846171387469,-0.0031749926396897033,-0.006100782527804114,5.00996609233704e-06,4.142660854971115e-06,0.0010698505811766203,1.6203500037719114e-05,0.00094154572895148,1.008057826208379e-05,3.721954745155995e-05,0
2018-04-17,0.01728886206573622,0.0034527699496005623,0.012657319844711015,0.013097868132938891,0.014663511174911114,0.0036028897627068974,0.011223281450065957,0.0002989047515280529,1.192162032486467e-05,0.00016020774565131526,0.00017155414962785612,0.00021501855997674312,1.2980814642218162e-05,0.0001259620465073946,0
2018-04-18,0.0019346479419142873,0.011441270772846106,0.004103626227313959,0.0024925734909743615,0.019899162453589424,0.010135911060728031,0.0023615597262222694,3.7428626591531876e-06,0.00013090267689758254,1.6839748213499e-05,6.212922607908116e-06,0.0003959766663543431,0.00010273669303098884,5.576964340515e-06,0
2018-04-19,-0.00785785661994483,-0.004876658841836076,-0.007978617535951265,0.002474701971676863,0.0005594405740313998,0.0011748932488531054,-0.007614975722775071,6.174591065961079e-05,2.3781801459657983e-05,6.365833778498903e-05,6.124149848621353e-06,3.129737558725821e-07,1.3803741462006051e-06,5.798785525845372e-05,0
2018-04-20,-0.012791987671359412,0.0019328524244143126,-0.00383133763634767,0.0018661152114916035,-0.003197687321010827,-0.0014068738900545042,-0.005129303746798832,0.0001636349485842112,3.735918494564286e-06,1.4679148083694151e-05,3.482385982560352e-06,1.0225204202953401e-05,1.9792941425170933e-06,2.6309756926924536e-05,0
2018-04-23,-0.0024518916358547355,0.004365206739034008,-0.007105025832969495,0.002847503727569545,0.0006193289243436786,0.002673298550070831,-0.00021260548096021777,6.011772593974411e-06,1.905502987450792e-05,5.0481392087163863e-05,8.108277478522453e-06,3.835683165286979e-07,7.146525137810808e-06,4.520109053432552e-08,0
2018-04-24,-0.01714812817972204,-0.004838054804709886,-0.012102907060729445,-0.0005541575204354731,-0.0015665921647652064,-0.005334377117398711,-0.007429009202361457,0.00029405830006817716,2.3406774293376414e-05,0.00014648035932065466,3.0709055745519184e-07,2.4542110107037354e-06,2.845557923062698e-05,5.519017772877121e-05,0
2018-04-25,-0.000528152691224472,0.0021138074947785225,-0.020558367857282486,-0.006860291591910556,-0.004984967481661684,-0.001619116506779247,-7.140707647161671e-05,2.789452652476525e-07,4.468182124981853e-06,0.00042264648895534566,4.7063600726038676e-05,2.4849900793224435e-05,2.621538262525031e-06,5.0989705702233165e-09,0
2018-04-26,0.016286543644471328,0.008208772746749865,-0.015446179157032744,0.0051368156650159315,0.015622127574988851,0.0025527082603380665,0.0036454396055389288,0.0002652515038832694,6.738395000778331e-05,0.00023858445055115275,2.6386875176353067e-05,0.00024405086996922705,6.516319462398198e-06,1.3289229917631821e-05,0
2018-04-27,0.0001545106580312839,0.0020021395203955934,0.017431729199727578,-0.0026512792412681356,0.0007174763656313237,0.0019049919878079572,0.0004979244781941795,2.3873543445260358e-08,4.008562659129897e-06,0.00030386518289263507,7.02928161517934e-06,5.147723352395329e-07,3.628994473612512e-06,2.4792878598494596e-07,0
2018-05-02,-0.0026580985645070993,-0.0026200726497588225,-0.013162478800545076,-0.0038110294432156053,-0.022200780804985058,0.0007975056414959497,-0.008662568135207558,7.065487978634702e-06,6.864780690014217e-06,0.00017325084817479855,1.4523945417056246e-05,0.000492874668350993,6.360152482178663e-07,7.504008669711334e-05,0
2018-05-03,-0.0018042150218061791,-0.00041344794409004285,-0.0037410361882456206,-0.008500615490829064,-0.015003111579302428,-0.009690312896243058,-0.015449107301911432,3.2551918449110714e-06,1.709392024722832e-07,1.3995351761763322e-05,7.226046372292306e-05,0.0002250933570609986,9.390216402709453e-05,0.0002386749164259731,0
2018-05-04,0.0169961497003859,0.006885322569493047,-0.03273404549659293,0.0001475185677487759,-0.002043196268654849,-0.003171634841700954,-0.002354780978699652,0.00028886910463792775,4.740766688597033e-05,0.0010715177345730158,2.1761727830650187e-08,4.174650992245098e-06,1.0059267569091437e-05,5.544993457645691e-06,0
2018-05-07,0.007682354637363021,0.005024420782068516,-0.03712883776811107,0.001183143557300961,-0.004872410623514431,0.0041888297753838654,-0.011520066970045269,5.9018572774213106e-05,2.5244804195281996e-05,0.0013785505940107111,1.3998286771827724e-06,2.3740385284136284e-05,1.7546294887142446e-05,0.00013271194299432798,0
2018-05-08,0.00023396481000753142,0.002153464161090087,-0.04596686292032774,-0.001880738868238695,0.0029214724708456798,-0.00018068031501705697,0.004191112144585745,5.473953232186028e-08,4.637407893099432e-06,0.0021129524867362017,3.537178690503767e-06,8.535001397909161e-06,3.264537623466294e-08,1.756542100849412e-05,0
2018-05-09,0.00999542785225648,0.004289294818899001,0.06023475475455083,0.0003046370608865572,0.015656248176855077,0.0034273560345687887,-0.008972267458203672,9.990857794966459e-05,1.839805004343381e-05,0.003628225680340884,9.280373886559997e-08,0.0002451181069752779,1.1746769387695092e-05,8.050158334154058e-05,0
2018-05-10,0.008830229164346838,0.0030555107798704967,0.058886138867408795,0.005878221378609089,0.018763114667599837,0.008132163167001827,0.006383854939684822,7.797294709488146e-05,9.336146125904811e-06,0.003467577350711753,3.455348657593694e-05,0.00035205447202950015,6.613207777474118e-05,4.07536038909383e-05,0
2018-05-11,-0.00028363238731736424,0.0014914152485768235,0.008457190803973712,-0.0008928282218755132,-0.0074935615238170845,-0.0013317797873188826,0.0030926883680890446,8.044733113534732e-08,2.224319443687468e-06,7.152407629481752e-05,7.971422337773907e-07,5.6153464311231826e-05,1.773637401911128e-06,9.564721342113278e-06,0
2018-05-14,0.0011340471844912133,0.006379405044455568,0.019556244847296136,-0.007557380949811291,0.0001408021028773817,-0.0012334773954025535,-0.004326117615466774,1.286063016652448e-06,4.069680872122515e-05,0.00038244671252739667,5.7114006820570614e-05,1.982523217469278e-08,1.5214664849690675e-06,1.8715293622851926e-05,0
2018-05-15,-0.00808788590775384,0.0007581543903274022,0.007701138250958344,0.0012936876018542801,-0.0011974502786776182,0.002637052799892492,-0.0056382874886179825,6.541389845684316e-05,5.747980795727149e-07,5.930753036037374e-05,1.6736276111914784e-06,1.4338871699051054e-06,6.954047469420831e-06,3.1790285804306076e-05,0
2018-05-16,0.006332267479295919,0.0006365299460057402,0.03156082580011215,-0.007761577275831199,0.01639256824951036,0.0029723627322224408,0.002976492163781678,4.009761142934869e-05,4.051703721620705e-07,0.0009960857251850247,6.0242081808699263e-05,0.00026871629381485516,8.834940211904853e-06,8.859505601053737e-06,0
2018-05-17,-0.002137909452537292,0.0022008212504732384,0.004588552446203038,0.006475950784783816,-0.03426542478004848,-0.006728405361021198,-0.014317155342599568,4.570656827248303e-06,4.843614176534589e-06,2.1054813551555884e-05,4.1937938566942124e-05,0.0011741193353571604,4.52714387022188e-05,0.00020498093710412738,0
2018-05-18,-0.003827158463272215,0.0011613993318054369,0.001998869941245341,0.0002688245343466261,-0.006478571464795632,-0.003801961205036126,-0.0036976963803253813,1.4647141902996143e-05,1.3488484079181154e-06,3.995481042014154e-06,7.226663026668036e-08,4.197188822446422e-05,1.4454909004599752e-05,1.3672958521071428e-05,0
2018-05-22,0.003285189748698572,-0.0010845914190659334,-0.02795134717818173,0.0012706042574363373,-0.004136996993098588,-0.002961404978664411,-0.001034360243497145,1.0792471684954187e-05,1.1763385463114552e-06,0.0007812778090752478,1.614435179015346e-06,1.711474412090676e-05,8.769919447658362e-06,1.0699011133274731e-06,0
2018-05-23,0.006416989833521104,-0.0006809467467236135,-0.02474266813247122,-0.010208892562315653,-0.022885245062647153,-0.006837927899599004,0.0043886610824439036,4.117775852351321e-05,4.6368847187347303e-07,0.0006121996263136069,0.00010422148734890386,0.0005237344415774159,4.675725796011445e-05,1.9260346096557695e-05,0
2018-05-24,-0.00021548241208198013,-0.0012515731574321888,-0.019000936428839328,0.0038944584527485643,-0.009255356802662366,-0.006307500252402961,-0.0067739189522347245,4.64326699166683e-08,1.5664353684047783e-06,0.0003610355851727934,1.5166806640184742e-05,8.566162954458854e-05,3.9784559434063416e-05,4.5885977971444785e-05,0
2018-05-29,-0.0037514381759813065,-0.011924765396153576,-0.04619889237611046,-0.012966935677710146,-0.05187021280508066,-0.014955376417138646,-0.01930071096133828,1.4073288388209952e-05,0.00014220002975330175,0.0021343376567794373,0.00016814142086987228,0.0026905189764443536,0.00022366328377830676,0.00037251744361312356,1
2018-05-30,0.008870043551895466,0.007885245291655477,0.0022501997064487533,0.0033167046787366916,0.008925242135949581,-0.0017505498845737848,0.002211866847287035,7.867767261252234e-05,6.217709330957487e-05,5.063398718902056e-06,1.100052992595386e-05,7.965994718532985e-05,3.064424898381291e-06,4.892354950127488e-06,0
2018-06-01,0.01222645884173909,-0.00031908065158750386,0.0016664866776397644,0.01105858000709227,0.006311955187220851,-0.0024789584280630484,0.007370489118714662,0.00014948629580874,1.0181246221750602e-07,2.77717784675082e-06,0.00012229219177326087,3.984077828548421e-05,6.14523488806482e-06,5.432410984909124e-05,0
2018-06-04,0.006886207360586887,0.0005421273583677627,0.020859282673071692,0.005222774118087064,0.017403349994635726,0.015808384099163908,0.004029102061784616,4.7419851813001016e-05,2.939020726908086e-07,0.0004351096736351089,2.727736948856011e-05,0.00030287659103578736,0.0002499050078266983,1.6233663424277044e-05,0
2018-06-05,0.004119551363997469,0.004351901801305105,0.044559972643748884,0.0028546641833549226,-0.025175578199436867,-0.00639804376258252,-0.0032219819097708646,1.697070344061341e-05,1.8939049288202615e-05,0.001985591162011649,8.149107599729427e-06,0.0006338097376759608,4.093496398792109e-05,1.0381167426890709e-05,0
2018-06-06,0.00669405061152428,0.003818469094446517,0.002261659081228711,0.007437617922464352,-0.006873599159811926,-0.004667724107186223,0.0010461049892084647,4.4810313589648585e-05,1.4580706225243205e-05,5.115101799704297e-06,5.5318160360562944e-05,4.724636540976722e-05,2.1787648340807426e-05,1.094335648446842e-06,0
2018-06-07,-0.007060710734796681,0.0005466892850087123,-0.008256351040616701,-0.005557711170815547,-0.030222080348581412,-0.005373375931783349,0.004075893235147717,4.9853636080473095e-05,2.9886917434333707e-07,6.816733250589249e-05,3.088815345820792e-05,0.0009133741405961108,2.8873168904268572e-05,1.661290566432292e-05,0
2018-06-08,0.0013612033042974382,0.00061181395479822,0.04110384403940745,-0.0011543070149597605,-0.012384945045407157,0.01003747884484441,0.01019816855639273,1.8528744356302643e-06,3.7431631528583837e-07,0.0016895259948159313,1.3324246847853127e-06,0.00015338686377775528,0.00010075098156069908,0.00010400264190459736,0
