Date,Returns_EUR/USD,Returns_GBP/USD,Returns_CAD/USD,Returns_AUD/USD,Returns_NZD/USD,Returns_CNY/USD,Returns_DKK/USD,Returns_HKD/USD,Returns_INR/USD,Returns_JPY/USD,Returns_KRW/USD,Returns_MYR/USD,Returns_MXN/USD,Returns_NOK/USD,Returns_SEK/USD,Returns_CHF/USD,Returns_TWD/USD,Returns_THB/USD,Returns_XAU/USD,Volatility_EUR/USD,Volatility_GBP/USD,Volatility_CAD/USD,Volatility_AUD/USD,Volatility_NZD/USD,Volatility_CNY/USD,Volatility_DKK/USD,Volatility_HKD/USD,Volatility_INR/USD,Volatility_JPY/USD,Volatility_KRW/USD,Volatility_MYR/USD,Volatility_MXN/USD,Volatility_NOK/USD,Volatility_SEK/USD,Volatility_CHF/USD,Volatility_TWD/USD,Volatility_THB/USD,Volatility_XAU/USD,Classification_1D_Global
2018-03-02,0.003986175707342256,0.0021028976967428187,-0.0032148166310476717,0.001030927926358529,-0.001794960785691968,0.0019053673595465362,0.004241145405996207,-0.0007827789049407227,-0.0006516780940960768,0.004557748098659111,0.0032450001433271367,0.006264703339327709,0.0018814680997055703,0.007812539736793625,0.0,0.0038542938431544507,0.0014652017273279626,0.0,0.00428233719324157,1.588959676980553e-05,4.4221787229662514e-06,1.0335045971260702e-05,1.0628123893458967e-06,3.221884222171927e-06,3.6304247748253395e-06,1.7987314354802733e-05,6.127428140201969e-07,4.246843383246951e-07,2.077306773083074e-05,1.0530025930193137e-05,3.9246507929783747e-05,3.53992221020969e-06,6.10357771389794e-05,0.0,1.4855581029378306e-05,2.146816101764845e-06,0.0,1.8338411836620087e-05,0
2018-03-05,0.001541394861626465,0.00318218247846277,-0.006590448354901702,0.00012879129388664972,-0.0013829348076002683,-0.0006347191580909026,0.001208459361568327,0.0,0.001953761611394377,-0.004292193220183321,0.0021574981400213143,-0.0007809449830712851,0.0,-0.004680195750477355,-0.0016515280384730646,-0.001878287554464691,0.0,0.0,-0.0016501279186927845,2.3758981194484693e-06,1.0126285326235457e-05,4.343400951862655e-05,1.658719738099738e-08,1.912508682072391e-06,4.0286840964762425e-07,1.4603740285621284e-06,0.0,3.8171844341583525e-06,1.8422922639387665e-05,4.654798224195431e-06,6.098750665842097e-07,0.0,2.1904232262786287e-05,2.7275448618626884e-06,3.5279641372569493e-06,0.0,0.0,2.722922148049381e-06,0
2018-03-06,0.005497184417228815,0.0027401228566625233,0.006848014357613417,0.008080592933179588,0.008817913295118218,0.00632913505164753,0.0054200674693393345,0.0,0.0025990917815198276,0.0007962417810601331,0.012848142477849059,0.000780944983071351,0.0037523496185505934,0.005458103218721731,0.006589809679055583,-0.0006582350136578818,0.002923978691435282,0.0031397200046676247,0.010879827641622762,3.021903651702331e-05,7.508273269604387e-06,4.689530064207949e-05,6.52959821517519e-05,7.775559488022263e-05,4.0057950501993376e-05,2.9377131372190497e-05,0.0,6.755278088763911e-06,6.340009739058129e-07,0.00016507476513110935,6.098750665843127e-07,1.4080127659836784e-05,2.9790890746220515e-05,4.3425591606174645e-05,4.3327333320519175e-07,8.549651387967585e-06,9.857841707710069e-06,0.00011837064951141871,0
2018-03-07,0.0007253092956083272,0.001007629277712283,-0.0027077574406436174,-0.0003833131076130122,-0.0006861063733986034,-0.0025268491019090223,0.000600420312243718,-0.000783392127804267,0.0,0.00047744092575590367,-0.0031965930256273693,-0.0007809449830712851,0.0,-0.004676547883901793,-0.002466092495193554,-0.003014604261350159,-0.001460920639674871,0.0,-0.00670679205706465,5.260735742958478e-07,1.015316761302977e-06,7.331950357360873e-06,1.4692893846794467e-07,4.707419556181838e-07,6.3849663838184324e-06,3.6050455135484383e-07,6.13703225905697e-07,0.0,2.2794983758665432e-07,1.0218206971489539e-05,6.098750665842097e-07,0.0,2.1870100110426343e-05,6.08161219484997e-06,9.087838852550539e-06,2.134289115428034e-06,0.0,4.498105969670549e-05,0
2018-03-08,-0.008169913997232698,-0.006423000467209656,0.0011613653799055269,-0.004226170085982908,-0.002886798348175957,-0.002533250246433553,-0.007833724905763777,-0.0007840063122085345,-0.0032499216124982255,-0.0012736827068160733,-0.006424004961355211,-0.0003907013138193278,0.003738322110607158,-0.003913899321136329,-0.004123717183862041,-0.008147070451424156,-0.0029282597790884456,0.0,-0.0024170291386879706,6.674749472217877e-05,4.125493500177546e-05,1.3487695456431088e-06,1.786051359565678e-05,8.333604703031434e-06,6.4173568110556576e-06,6.136724589918369e-05,6.146658975828261e-07,1.0561990487383067e-05,1.6222676376423192e-06,4.126783974351637e-05,1.5264751662014887e-07,1.3975052202654357e-05,1.5318607895991413e-05,1.700504341247908e-05,6.63747569404686e-05,8.574705333827112e-06,0.0,5.842029857266713e-06,0
2018-03-09,-0.00040619034637865445,0.0026752483328348724,0.0064275835121273646,0.00754334587588458,0.0024749084542494268,0.0012674272926038045,-0.0006051437401007331,0.0007840063122086221,0.0006508298309784591,-0.005484717814894758,0.008556201931195743,-0.00117302066236351,0.002794598931015925,0.008590447205038102,0.0024762703532635053,0.0,0.0029282597790883597,0.0,0.0010279512930701964,1.6499059749121129e-07,7.156953642335764e-06,4.131382980537155e-05,5.69020670032249e-05,6.125171856915287e-06,1.60637194203701e-06,3.6619894618310367e-07,6.146658975829634e-07,4.235794688914497e-07,3.0082129509023925e-05,7.320859148739776e-05,1.3759774743317278e-06,7.809783185235351e-06,7.379578318254694e-05,6.1319148624517655e-06,0.0,8.57470533382661e-06,0.0,1.0566838609246888e-06,0
2018-03-12,0.0021914703791016538,0.004035459825347596,-0.0019239408230532144,0.0027982719862116186,0.0019207030187886175,0.000633111765370336,0.002418380864281431,-0.0007840063122085345,0.0,0.003517939772263469,0.0,0.0019542707020999035,0.0009298001599665274,0.003880486049077814,0.0,0.00379759309525934,-0.0014630580517604398,0.0,-0.0004911684239672484,4.802542422479946e-06,1.6284936001994447e-05,3.70154829061068e-06,7.830326108816716e-06,3.6891000863837085e-06,4.008305074503434e-07,5.848566004722601e-06,6.146658975828261e-07,0.0,1.237590024127315e-05,0.0,3.81917397708605e-06,8.645283374737799e-07,1.5058171977087543e-05,0.0,1.4421713317161414e-05,2.140538862821054e-06,0.0,2.412464207024707e-07,0
2018-03-13,0.004530019071750119,0.00409086586228165,-0.009805264985949469,-0.0016525777612148816,0.00396690213110085,0.0012650223065867022,0.004218144247722803,0.0,0.0038961088245648857,-0.0014909480930152194,-0.002132196969840711,0.0011707318410354962,-0.0018604656529197896,0.0015479879252149533,0.003292184043477098,0.0037832259254060186,0.0014630580517605368,0.003129893008927787,0.00252882808527271,2.0521072790419805e-05,1.6735183503181385e-05,9.614322144468663e-05,2.7310132568619903e-06,1.5736312517732467e-05,1.6002814361619404e-06,1.7792740894596974e-05,0.0,1.5179663972852375e-05,2.2229262160657193e-06,4.54626391819791e-06,1.3706130436143624e-06,3.4613324456942588e-06,2.396266616611296e-06,1.0838475776125213e-05,1.4312798402664226e-05,2.1405388628213376e-06,9.796230247335035e-06,6.39497148486404e-06,0
2018-03-14,-0.001858060881131175,-7.162554169895724e-05,0.0007776050158546974,0.002160514280072042,0.0009551750743274857,0.0006319115534128235,-0.0018055978423386825,0.0,-0.0006482982398859596,0.0023950832430254905,0.0031965930256272726,-0.0015612805669525758,0.0018604656529196708,0.0,0.004100046744013553,-0.0010389611324189182,0.0014609206396748698,0.0031201273362434566,-0.0010560459607079666,3.452390237989959e-06,5.130218223669061e-09,6.046695606823843e-07,4.667821954395214e-06,9.123594226165179e-07,3.9931221133660763e-07,3.2601835682581056e-06,0.0,4.202906078392332e-07,5.7364237410215005e-06,1.021820697148892e-05,2.4375970087437562e-06,3.4613324456938166e-06,0.0,1.6810383303096135e-05,1.079440234677201e-06,2.134289115428031e-06,9.735194594373688e-06,1.115233071127612e-06,0
2018-03-15,-0.00502595091690077,-0.0016488049901837822,-0.007542298433032976,-0.009951600372826226,-0.007392230787490414,-0.0006319115534129395,-0.004830927269665468,0.0,-0.0006487188031590464,-0.0002126641509423564,-0.005333345975362617,-0.0035218193317967865,-0.006526829696684548,0.0023174981403624824,0.0,-0.0068272595930803665,0.0014587894636598666,0.0,-0.006618077660066347,2.5260182619095693e-05,2.7185578956549423e-06,5.6886265652931684e-05,9.903434998043508e-05,5.4645076015521144e-05,3.993122113367543e-07,2.3337858284797458e-05,0.0,4.208360855721056e-07,4.522604109603335e-08,2.8444579292916622e-05,1.2403211405817563e-05,4.259950588952331e-05,5.370797630583564e-06,0.0,4.661147355130789e-05,2.1280666992850414e-06,0.0,4.379895191466926e-05,0
2018-03-16,-0.0013011305405588932,0.0002152157546239295,-0.003399584864088133,-0.010699425304878492,-0.008416745099831839,-0.0025316469217797305,-0.0012113871862970932,0.0,-0.0025990917815198727,0.0034502011454327196,-0.0010700910598442934,0.0027402639969766993,0.0009350164309066464,0.0,-0.0008186656208359921,-0.0008566941650032964,0.0,-0.0031201273362435225,-0.0017184617157004149,1.6929406835750776e-06,4.631782103834743e-08,1.1557177248137128e-05,0.00011447770185467423,7.084159807554327e-05,6.409236136556785e-06,1.4674589151247884e-06,0.0,6.755278088764145e-06,1.190388794394525e-05,1.145094876358683e-06,7.509046773126716e-06,8.742557260654035e-07,0.0,6.702133987387804e-07,7.339248923506952e-07,0.0,9.7351945943741e-06,2.9531106683280134e-06,0
2018-03-19,0.00373619667885976,0.005936008847982542,0.001570475391492483,0.00025916807194445674,0.0037341859310309152,0.0006335128498225626,0.003629768050578731,0.0,-0.002605864666781785,-0.001113379220598713,-0.002143623543251453,-0.0019565648973042167,-0.000935016430906643,-0.000771902778581827,0.002453988961566566,0.0012372116733999359,0.0,0.0031201273362434566,0.0022349435743636583,1.3959165623122699e-05,3.5236201043327025e-05,2.466392955283468e-06,6.716808951540711e-08,1.3944144567509223e-05,4.0133853089030477e-07,1.3175216101002122e-05,0.0,6.790530661581744e-06,1.2396132888609976e-06,4.595121895181914e-06,3.82814619736306e-06,8.742557260653971e-07,5.958338995823451e-07,6.022061823490552e-06,1.5306927247970695e-06,0.0,9.735194594373688e-06,4.994972780589405e-06,0
2018-03-20,-0.00756808755244202,-0.0018556853515855766,0.0005229441876266626,-0.004545167229929166,-0.008317209021268498,-0.0006335128498226999,-0.007272759329079809,0.0,0.0,-0.004146295542550087,0.0010723861617527185,-0.00039177277680349694,-0.0028103062992553087,-0.003093583286995752,-0.006557400546159052,-0.0056273695166592095,0.0,0.0,-0.004360488616795689,5.727594920142785e-05,3.443568124089285e-06,2.7347062337251007e-07,2.065854514802197e-05,6.917596590347008e-05,4.013385308904787e-07,5.289302825871739e-05,0.0,0.0,1.7191766726170718e-05,1.1500120799187276e-06,1.5348590864432262e-07,7.897821495634068e-06,9.570257553579441e-06,4.299950192276703e-05,3.16672876770253e-05,0.0,0.0,1.9013860977204782e-05,0
