Date,Returns_Bitcoin,Returns_Ethereum,Returns_Litecoin,Returns_Bitcoin Cash,Returns_Ethereum Classic,Returns_Monero,Returns_Dash,Volatility_Bitcoin,Volatility_Ethereum,Volatility_Litecoin,Volatility_Bitcoin Cash,Volatility_Ethereum Classic,Volatility_Monero,Volatility_Dash,Classification_1D_Global
2017-08-22,0.020903068733621365,-0.030564148545042257,-0.03304685383832388,0.12410654904998958,-0.017200286447074727,0.1471712020957327,0.03408865371433699,0.0004369382824824991,0.0009341671762834087,0.0010920945486115414,0.01540243551709747,0.00029584985386142253,0.021659362726303,0.001162036312055981,0
2017-08-23,0.012489835296950278,0.012590780599075566,0.13817812880283942,-0.01782242862931729,0.05862237372694359,0.00465839351732231,0.0043856713891527515,0.00015599598574494503,0.00015852775609405767,0.01909319527945408,0.00031763896224710857,0.0034365827013814456,2.1700630162230525e-05,1.9234113533633025e-05,0
2017-08-24,0.04192351025341021,0.02840781571913757,-0.04253514749196307,-0.0854479922133961,-0.00986525593810976,-0.0495650576603568,0.0726147944264484,0.0017575807119677908,0.0008070039939324795,0.0018092387721630522,0.007301359373300602,9.732327472440988e-05,0.0024566949408744944,0.005272908369595362,0
2017-08-25,0.010595759517203363,0.009414423366805222,0.00039138943748162375,0.02142368108260644,0.0013210041551135364,0.22778393087071197,-0.0014317305702087246,0.00011227011974640564,8.863136732944816e-05,1.5318569177218186e-07,0.000458974111129229,1.745051977827228e-06,0.05188551916291329,2.0498524256701997e-06,0
2017-08-26,-0.0027762817974623898,0.012155814764482516,0.00857203768278075,-0.016265707042337978,0.008544251782996145,0.2465706842093497,0.2322714037362996,7.707740618920998e-06,0.00014776383258841114,7.347983003501317e-05,0.0002645732255871633,7.300423853123279e-05,0.06079710231146685,0.05395000499363109,0
2017-08-27,-0.001494579554145812,0.04492991955914157,0.17746009850770963,-0.011317824932661572,0.04666874327024901,-0.05403908209390745,-0.0911592912781008,2.233768043670694e-06,0.0020186976715909325,0.03149208656236601,0.0001280931612063759,0.0021779715984244124,0.002920222393552069,0.008310016386325624,0
2017-08-28,0.010187700434846833,-0.002647102682247072,0.013232402208978807,-0.040313993493328246,-0.017008284019366268,0.09515047033633857,-0.016110050470202825,0.00010378924015017835,7.007152610359643e-06,0.00017509646822018722,0.0016252180713801122,0.00028928172528342995,0.009053612005226445,0.00025953372615248227,0
2017-08-29,0.0460716127648504,0.06930974196159588,0.021724472858878283,-0.0821384635479604,0.011998880932700021,-0.07646116609447723,0.008366142334775659,0.0021225935027543268,0.0048038403307830045,0.00047195272099613913,0.006746727194019618,0.00014397314363711214,0.005846309920527234,6.999233756572551e-05,0
2017-08-30,-0.0031153691199086782,0.028566557336780395,0.036502088914287974,0.06318565281058473,0.0018814680997055703,0.004487666469387977,0.03625419270857278,9.705524753280572e-06,0.0008160481980755618,0.001332402495106585,0.003992426721099754,3.53992221020969e-06,2.013915034046915e-05,0.0013143664889503318,0
2017-08-31,0.032649040212226504,0.011739174910779396,0.10213390012015494,0.023378418879597643,0.05010210901739738,0.04765234581314015,0.0203746708186902,0.0010659598267795834,0.00013780822758587244,0.010431333553753785,0.0005465504693099275,0.002510221327991172,0.0022707460614950956,0.000415127210969986,0
2017-09-01,0.03869178907892699,0.007844186045593528,0.1976121328390816,0.05682220745288733,0.2897657166049537,0.017632165661152336,0.0415673722654451,0.0014970545421281738,6.153125471788424e-05,0.039050555045210836,0.0032287632598189645,0.08396417051958234,0.0003108932659023196,0.0017278464370540946,0
2017-09-02,-0.07335026557799447,-0.12349935553494029,-0.11119267390885151,-0.09341709852850107,-0.120239216415586,-0.1638687017229159,-0.12659880628484582,0.00538026146036232,0.015252090817545588,0.012363810731000189,0.008726754297483676,0.014457469164234127,0.02685295140435398,0.01602725775274792,1
2017-09-03,0.008512357233671112,0.01618711939347895,-0.005022612266291443,0.06548322336726664,-0.03584613177313577,0.0369469290202504,0.02087900649677645,7.24602256736329e-05,0.0002620228342587424,2.5226633977501266e-05,0.004288052542567336,0.0012849451630970136,0.0013650755640274212,0.00043593291229243315,0
2017-09-04,-0.07782855078735852,-0.17001418009347175,-0.10880720058815717,-0.16275686796916505,-0.15415067982725822,-0.18129026083963298,-0.12584464032741036,0.006057283317660445,0.028904821432855443,0.011839006899831469,0.026489798071132227,0.023762432091205873,0.03286615867530216,0.015836873499135276,1
2017-09-05,0.03264241131215291,0.06659431533667459,0.04043455105267467,0.04892044788534462,0.03819079873238969,0.11966307296591376,0.036881484914290115,0.0010655270162717684,0.004434802835160453,0.0016349529188313542,0.002393210221302719,0.0014585371078178978,0.014319251031645601,0.0013602439294830094,0
2017-09-06,0.046442693217384236,0.0648389377702627,0.09360548412111588,0.16770454349942904,0.12012221800955591,0.03760900452359846,0.06857135964461715,0.0021569237532840678,0.004204087851175999,0.008761986657548479,0.028124813910351886,0.014429347259535279,0.0014144372212560492,0.004702031363511429,0
2017-09-07,0.0036523602621032296,-0.009710260075593547,-0.015337344556985705,0.032709238229270236,-0.039719279784573305,-0.0008133388004282849,-0.00805504772456357,1.3339735484190773e-05,9.4289150735666e-05,0.00023523413805969903,0.0010698942655391534,0.0015776211866052137,6.615200042821214e-07,6.488379384499675e-05,0
2017-09-08,-0.0690067394134425,-0.09441264795648917,-0.08489471057027374,-0.09762537845712825,-0.09991286831433083,-0.05305065109022309,-0.04789226867783583,0.004761930084474759,0.008913748094155958,0.007207111882810548,0.009530714518897521,0.009982581254796813,0.0028143715810965884,0.002293669399110015,1
2017-09-09,0.001985776952535129,-0.003030904343049145,-0.033527317681511654,-0.028566414026956727,-0.026006908735114465,-0.004730174375401434,-0.015758938393409003,3.943310105219705e-06,9.18638113671417e-06,0.001124081030917004,0.00081604001035951,0.000676359301956573,2.2374549621704346e-05,0.00024834413928726033,0
2017-09-10,-0.02079086659142576,-0.01723893734393609,-0.0552371678201793,-0.051007308714469735,-0.06912418262889049,-0.03259443961268289,-0.0010779679809419375,0.00043226013362246385,0.00029718096074815434,0.003051144708794652,0.0026017455422932202,0.004778152624112205,0.0010623974936648318,1.1620149679360373e-06,0
2017-09-11,-0.006616437568664967,-0.0023861948172227824,0.012378584232639971,-0.005032361446954038,-0.0006568144735306159,0.0010681859659090976,-0.020390763605396024,4.3777246100041175e-05,5.693925705740868e-06,0.0001532293476045629,2.532466173278934e-05,4.3140525263930013e-07,1.1410212577651519e-06,0.00041578324041114306,0
2017-09-12,-0.014086757626797902,-0.011132091477142139,-0.0339621558998143,-0.029289649277264216,-0.013893706788169279,-0.010643631628840194,0.02088369315726065,0.00019843674043614886,0.00012392346065546065,0.0011534280333632913,0.0008578835547851442,0.0001930350883156211,0.00011328689425044736,0.0004361286398866153,0
2017-09-13,-0.07191859281323931,-0.06472454274837398,-0.06575137756278054,-0.06322084968982924,-0.061832879780647984,-0.011940440371917863,-0.0884039690185685,0.0051722839922365175,0.0041892664339860915,0.004323243651403321,0.003996875835503982,0.003823305021968066,0.000142574116275326,0.00781526173823602,1
2017-09-14,-0.17680236092128465,-0.21358792907020271,-0.30795082778623256,-0.26862741367034676,-0.3264587547423459,-0.2493274017373507,-0.21289177209095186,0.0312590748273402,0.045619803444497946,0.09483371233422587,0.0721606873752196,0.10657531854792317,0.06216415325709827,0.04532290662402579,1
2017-09-15,0.1355259486885792,0.1506646749720971,0.14085261152262685,0.10541998075635549,0.11318834427807317,0.15631687799822935,0.17097563951599842,0.0183672827679394,0.02269984428444766,0.01983945817274403,0.01111337234267036,0.01281160128041162,0.02443496634711332,0.029232669307904642,0
2017-09-16,-0.0040201330330790885,-0.02220228785087178,0.0034364294985810974,0.030974001544146392,-0.01859283307661597,-0.03806687992383454,0.051093274384883446,1.6161469603653672e-05,0.0004929415858129687,1.1809047698718332e-05,0.0009593887716567831,0.00034569344181490486,0.0014490873471356372,0.002610522687368987,0
2017-09-17,-0.002517427058676294,0.015686596167699473,-0.02118723321944394,-0.011229318455923317,-0.014401689058422809,-0.025107679525872936,0.0376242486486663,6.337438995755576e-06,0.0002460692993284838,0.0004488988514951088,0.00012609759298454003,0.00020740864773549525,0.000630395571173939,0.0014155840863766679,0
2017-09-18,0.1055420906725192,0.14401611855279056,0.09164019066646831,0.1066030704644511,0.0892753580336284,0.07676401621183811,0.07334165167037777,0.011139132903526264,0.020740642403011426,0.008397924545386666,0.011364214632448726,0.007970089552032539,0.005892714184971344,0.005378997869739027,0
2017-09-19,-0.048034407584585735,-0.048953581719324304,-0.06134646309822915,0.08608644751153346,-0.044074930219086025,-0.03621439920850304,-0.03238609299032524,0.0023073043120021078,0.0023964531631505627,0.003763388534662391,0.007410876445156006,0.0019425994738173026,0.0013114827100328258,0.0010488590191779935,1
2017-09-20,-0.006623730925682471,0.0030735014391206224,-0.02640796398454797,-0.10628287734544505,-0.02367493302826848,-0.0266047470427976,0.05501409584447919,4.3873811375842366e-05,9.446411096276538e-06,0.0006973805618091828,0.011296050016826915,0.0005605024538929978,0.0007078125652112476,0.0030265507415855424,0
2017-09-21,-0.07067411205999988,-0.09942091005953034,-0.101124997678218,-0.13919713016019988,-0.11556721378810186,-0.10615348162516508,-0.040267905181047385,0.00499483011546942,0.009884517357065222,0.010226265155419597,0.01937584104483563,0.013355780902744842,0.01126856166114426,0.0016215041876698228,1
2017-09-22,-0.004571848198268037,0.021278218668695344,0.025419712253362415,-0.01526747213078842,0.010896591224213412,0.020552622758192467,0.03848690881240831,2.0901795948006698e-05,0.00045276258971281504,0.0006461617710437433,0.0002330957052644011,0.00011873570030760475,0.0004224103022405709,0.0014812421499346322,0
2017-09-23,0.050682132327245846,0.08657266755129422,0.03291801021964662,0.04866224157405707,0.04149172094235691,0.050149783685471516,0.025191411919495917,0.0025686785372364585,0.007494826766946912,0.0010835953968207591,0.002368013755011888,0.001721562906758419,0.002515000803699585,0.000634607234497721,0
2017-09-24,-0.0323279442888321,-0.013735028390152407,-0.03522143496336296,-0.020966311184799746,-0.01619854380327585,-0.02877975794927909,-0.06185782141243442,0.001045095981941832,0.00018865100487829261,0.0012405494808784068,0.0004395862046978589,0.0002623928213466465,0.0008282744676190929,0.00382639006989263,0
2017-09-25,0.06984140935457891,0.0457460217882038,0.0905341653766871,0.06949947315057405,0.055128390171492986,0.051242951918913114,0.056600816648189764,0.004877822460633863,0.002092698509446817,0.008196435100453328,0.004830176768207363,0.0030391394029003643,0.002625840121364041,0.0032036524452419956,0
2017-09-26,-0.010248636122884194,-0.0202580155225058,0.002295333831017202,-0.0028847240685900416,0.043581819062293886,-0.004153581774297793,-0.02239212973359987,0.00010503454237928677,0.0004103871929100859,5.268557395812106e-06,8.321632951902683e-06,0.0018993749527785226,1.7252241555778804e-05,0.0005014074740063673,0
2017-09-27,0.07888207225855114,0.06837044330544025,0.08318288839298567,0.028479471321868705,0.1203905990634644,0.08976460933408639,0.028617519648998373,0.006222381323803283,0.004674517517782419,0.006919392921399909,0.000811080286773142,0.014493896342859835,0.00805768508890115,0.000818962430860808,0
2017-09-28,-0.00394871941993382,-0.023254583289211105,-0.03597703442410146,-0.010857869972049069,0.021374859584733393,-0.04306026994855636,-0.02858822549171596,1.5592385057362486e-05,0.0005407756439548564,0.0012943470059529815,0.00011789334032992485,0.000456884622267069,0.0018541868480425458,0.0008172866367651984,0
2017-09-29,-0.0054490837951697586,-0.033499411555760084,-0.04187047545873736,-0.03630618722064046,-0.041640557044316615,-0.03292563702936572,-0.03545127896397887,2.969251420678166e-05,0.0011222105745821922,0.0017531367151407274,0.0013181392305001967,0.001733935990960986,0.001084097573789539,0.001256793180181851,0
2017-09-30,0.04402238926166863,0.03617237171636287,0.04895304388312382,-0.009646303897240884,0.040884984662318824,0.010991997614024876,0.00048549582213474284,0.0019379707563058777,0.0013084404755867283,0.002396400505423046,9.305117887792467e-05,0.0016715819708380455,0.00012082401154672856,2.3570619331028987e-07,0
2017-10-01,0.009699175731315067,0.002698701654339251,-0.01036844213658912,-0.045913843873838144,-0.023710479772408564,-0.028191699671774675,-0.04213236204065013,9.407400986693116e-05,7.282990619133411e-06,0.00010750459233979677,0.0021080810592711842,0.0005621868510377957,0.0007947719303835403,0.0017751359311244158,0
2017-10-02,-0.0004088864715547734,-0.024756704567310425,-0.024432087012827917,0.005251862154948644,-0.03866359283183604,-0.01739174271186922,-0.026386078348517937,1.671881466205125e-07,0.0006128944210330888,0.0005969268758023946,2.758205609458181e-05,0.0014948734106660032,0.0003024727145558562,0.000696225130614127,0
2017-10-03,-0.019988044253091666,-0.01743429997799677,-0.023124608899071947,-0.04626834662592268,-0.01132698194467631,0.016213065907850398,-0.04020492105269522,0.0003995219130635508,0.0003039548157227782,0.0005347475367350375,0.0021407598994965305,0.0001283005199750231,0.00026286350613230085,0.0016164356768534553,0
2017-10-04,-0.022384883861862118,-0.0009947007285710015,-0.0191662047361396,-0.11947707090621112,-0.041534209028663914,-0.03613338564765723,0.025906108927324204,0.0005010830255090551,9.894295394196812e-07,0.00036734340398762,0.014274770472327801,0.001725090519636747,0.0013056215583623215,0.0006711264797543868,0
2017-10-05,0.02405240011281535,0.01268515952731586,0.009919365588451445,-0.003829156915682931,0.010126668817929268,0.018611847194599202,0.006634939761656058,0.0005785179511869598,0.00016091327223345236,9.839381367735468e-05,1.4662442684922419e-05,0.00010254942134802095,0.0003464008559951102,4.402242564080455e-05,0
2017-10-06,0.011618273396190927,0.044112859934316594,0.008671409957550962,0.025429229461529593,0.03465693380904419,-0.005689915777678682,0.003333663250093929,0.00013498427670863788,0.0019459444115846342,7.519335065191397e-05,0.0006466457110071246,0.00120110306104447,3.2375141557076805e-05,1.1113310665026817e-05,0
2017-10-07,0.014510285583348756,0.009776005844455631,0.008596862574712382,-0.010005334840971077,0.0032388692281435237,0.004051913773440279,0.01573306221530964,0.00021054838771033876,9.557029027083065e-05,7.390604612849041e-05,0.00010010672527994973,1.0490273877015025e-05,1.641800522739504e-05,0.0002475292466708039,0
2017-10-08,0.03888856978049875,-0.005279435388975692,0.013227706097551126,-0.046422136827296,-0.02124262883939568,-0.016529301951210582,-0.035337980004835325,0.0015123208595727205,2.7872438026368913e-05,0.00017497220860319124,0.0021550147876121914,0.0004512492800083251,0.00027321782299429394,0.0012487728308221411,0
2017-10-09,0.035320844542819904,-0.04091344965216226,-0.06255063533019749,-0.09571763033382674,-0.057790079758281515,-0.05516041117727553,-0.06080764858045008,0.0012475620592180506,0.0016739103624400162,0.0039125819802113505,0.00916186475672311,0.0033396933184685388,0.003042670961246103,0.003697570125883513,0
2017-10-10,-0.002955698155305498,0.006435201186103207,0.007168489478612497,0.015851917887942813,-0.0017513139327349518,0.01953323353412434,0.03016284108313286,8.736151585276325e-06,4.1411814305624125e-05,5.138724140497807e-05,0.00025128330072608134,3.067100490991563e-06,0.0003815472122986396,0.0009097969822063275,0
2017-10-11,0.01268321895830036,0.01287941855605876,0.008102010528317565,-0.011953028285599776,0.0034995661262643323,0.0072277031214532635,0.022526225578475348,0.00016086404314418967,0.00016587942234215072,6.564257460096866e-05,0.00014287488519634832,1.2246963072096744e-05,5.223969241186525e-05,0.000507430838812357,0
2017-10-12,0.11877292277498867,-0.0004618480602003154,0.15922676167949557,-0.011290856412184084,0.02415993266513558,-0.0010293361691142433,-0.02458694893446163,0.014107007184513423,2.1330363071079415e-07,0.02535316163493888,0.00012748343852055845,0.0005837023463838852,1.059532949046786e-06,0.0006045180579058239,0
2017-10-13,0.03698738677080494,0.10751617906217521,-0.011478856627595194,0.0335283637701664,0.02691499727127986,0.08202126080998264,0.06221296621074387,0.0013680667801331161,0.011559728760129723,0.0001317641494768861,0.001124151177104607,0.0007244170781130023,0.006727487224859194,0.0038704531647391583,0
2017-10-14,0.03270226849848079,0.005260836723307875,0.08210405297415438,0.004761395087794753,0.011551283556516113,0.05006441396434094,0.023247207138343582,0.0010694383649467291,2.767640302930474e-05,0.0067410755147827486,2.2670883182076004e-05,0.00013343215180303955,0.0025064455455928963,0.0005404326397330528,0
2017-10-15,-0.023731222761151072,-0.005942631351683841,0.024257659112089623,-0.023369365524875948,-0.019048194970694363,-0.054290069945805645,-0.025478881658036648,0.0005631709337393748,3.5314867382015714e-05,0.0005884340255983447,0.0005461272450352605,0.00036283373164158603,0.0029474116947204696,0.0006491734105442364,0
2017-10-16,0.012439666326514132,-0.008247899188838696,-0.01213252999354879,-0.0013356656461761564,-0.0025115124126609866,0.013146321739844062,-0.02117191040571867,0.0001547452983150096,6.802784102924602e-05,0.000147198284044361,1.7840027183751694e-06,6.30769459895021e-06,0.0001728257752874966,0.00044824979022777846,0
2017-10-17,-0.028299373059029083,-0.057883286139342204,-0.0893176640476026,0.15936509427577145,-0.005884842540245347,-0.051782831234973806,-0.013283591080194078,0.0008008545155341011,0.0033504748142889652,0.007977645110920402,0.02539723327352552,3.463137172348131e-05,0.0026814616107097788,0.00017645379198581168,0
2017-10-18,-0.004080761676682676,-0.006994147093657071,0.024696733251572907,-0.0847026497428376,-0.0351816635693308,-0.02090358524070128,-0.007771929102676739,1.6652615861882002e-05,4.891809356771165e-05,0.0006099286332993469,0.007174538873457827,0.001237749451505578,0.0004369598759152644,6.040288197703366e-05,0
2017-10-19,0.02178472582813829,-0.02088983477738468,-0.013775008287984664,-0.02715207286003229,-0.014072351838677994,-0.008462673918733654,-0.009297657748813285,0.0004745742794071554,0.00043638519702643045,0.00018975085333404617,0.0007372350605965021,0.0001980310862715439,7.161684985481482e-05,8.644643961406772e-05,0
2017-10-20,0.05038827683330938,-0.014305175207739064,0.004668231218551901,-0.013842214509265292,-0.015172089339134352,0.023185224028000318,-0.021119417929143052,0.002538978442230223,0.00020463803772411237,2.1792382709862564e-05,0.00019160690252051455,0.00023019229491467427,0.0005375546132285633,0.000446029813665809,0
2017-10-21,0.0022500572006969514,-0.011232339281290147,-0.03348866975404386,-0.007815073676655552,-0.02550229281093612,-0.028981024103338634,-0.0416275068805285,5.062757406408201e-06,0.00012616544573001366,0.001121491001895412,6.107537657155452e-05,0.0006503669386147241,0.0008398997580782949,0.0017328493290884475,0
2017-10-22,-0.0039534644262075175,-0.019164525943368656,-0.024198238769217777,0.008214993697982452,-0.015806930697838107,-0.01539021992805788,-0.0035636401350114806,1.5629880969288336e-05,0.00036727905463405025,0.0005855547595320742,6.748612145789139e-05,0.0002498590580862567,0.00023685886943398992,1.2699531011864644e-05,0
2017-10-23,-0.0133430659196647,-0.030085256583790364,-0.035695655941264,-0.03971663778290304,-0.05986343080857718,-0.010471299867295478,0.015184124561163477,0.0001780374081365176,0.0009051226637125015,0.0012741798530770958,0.0015774113167783214,0.0035836303481733074,0.0001096481209108223,0.00023055763868892797,0
2017-10-24,-0.06843525593813247,0.039409728653115025,0.015403040779224435,0.03103637631493053,0.038071947949407756,0.025975486403260736,0.04039852573039477,0.004683384255317696,0.0015531267125121553,0.00023725366524645088,0.0009632566547619809,0.0014494732206624134,0.0006747258938859834,0.0016320408811893682,1
2017-10-25,0.03928628907382663,-0.002838990686057611,0.013396645831006838,0.020300121286945954,0.0028694424279529607,0.0017079423451561158,-0.014543565206532402,0.0015434125091922694,8.059868115521865e-06,0.0001794701195214329,0.00041209492426471625,8.233699847336583e-06,2.9170670543773724e-06,0.00021151528891665987,0
2017-10-26,0.026435076875116516,-0.0012191819445682294,-0.014296169144336412,0.0212066722120305,-0.011527505171067496,0.010186845306992997,-0.0004546328917768904,0.00069881328939332,1.4864046139611691e-06,0.0002043804522034765,0.0004497229463085066,0.00013288337546898786,0.00010377181730860524,2.0669106628541774e-07,0
2017-10-27,-0.021112677237559295,0.0030113880206978604,-0.005776189345051606,0.08065153291143923,-0.006786259684359017,-0.030877238564439344,-0.017217473018032278,0.0004457451401373544,9.068457811202576e-06,3.336436334988771e-05,0.006504669760964965,4.605332050355654e-05,0.0009534038613653002,0.0002964413771266695,0
2017-10-28,-0.006613780722036822,-0.008482102832144591,-0.013119721712759437,0.13535907340240183,0.009680617710723717,-0.00034849277230206794,-0.027565061526709317,4.3742095439185915e-05,7.19460684550753e-05,0.00017212709782025144,0.018322078752356807,9.37143592611777e-05,1.2144721234678097e-07,0.0007598326169712702,0
2017-10-29,0.07092350873151193,0.03646620679929133,0.037264684326100694,0.08108443301224823,0.04243918327515651,0.027841633352500724,0.03909970450382929,0.005030144090788849,0.001329784238328681,0.0013886566979239348,0.00657468527691777,0.0018010842770623237,0.0007751565477350808,0.0015287868922867684,0
2017-10-30,-0.003781030922815415,0.008537973650458719,-0.0033631326504193113,-0.018074394212590397,-0.002773926882725208,0.004397098239699773,0.0015818060489274192,1.429619483928639e-05,7.289699405592738e-05,1.1310661224316422e-05,0.00032668372615212126,7.69467035070559e-06,1.9334472929570846e-05,2.502110376423373e-06,0
2017-10-31,0.052001695829407966,-0.010840303308427165,-0.017709075624754968,-0.020243606276646772,-0.026267926820610302,-0.015760856890014878,-0.02745361217245466,0.002704176369134266,0.00011751217581869693,0.00031361135948329056,0.00040980359508389257,0.000690003979452938,0.00024840460990752946,0.0007537008213155507,0
2017-11-01,0.043467302130689306,-0.050965797938999385,-0.04446816932713639,0.20081481612272392,-0.039753174277183785,-0.017291497110060994,-0.028562908416765828,0.001889406354520627,0.002597512559558914,0.0019774180833068734,0.04032659037440342,0.0015803148651121466,0.00029899587230724774,0.0008158397372245522,0
2017-11-02,0.04171328291815649,-0.012938505487028688,0.025152700015096556,0.07424222737309524,-0.007944431058535862,-0.03647100868592882,-0.01776458664189599,0.0017399979718101663,0.00016740492423787147,0.0006326583180494383,0.005511908325318372,6.311398484382924e-05,0.0013301344745690954,0.00031558053855742943,0
2017-11-03,0.01795927481272393,0.06317961797366616,0.033294191556888265,0.0890555340946544,0.2193477221636423,0.05090127351495778,0.04296444561995527,0.0003225355517989402,0.003991664127298399,0.0011085031914267699,0.007930888152884152,0.04811342321837841,0.0025909396454445424,0.0018459435874300938,0
2017-11-04,0.029170083973007986,-0.013235121463923433,-0.019770593639481575,-0.019946322662251437,-0.05937440286530099,-0.00286944242795282,-0.010340525417386271,0.0008508937989923374,0.00017516844016480677,0.0003908763728575093,0.0003978557877466452,0.0035253197156110624,8.233699847335776e-06,0.00010692646590761152,0
